1
2
3
4
6
8
11
0
2
3
5
7
10
14
0
1
4
5
9
12
17
0
1
6
7
13
15
19
0
2
8
9
16
15
21
1
2
10
12
16
13
23
0
3
11
13
18
12
21
1
3
14
15
18
9
23
0
4
11
16
20
10
19
2
4
17
15
7
20
23
1
5
14
16
8
22
19
0
6
8
18
20
14
17
2
5
17
6
13
22
21
3
6
19
5
12
20
23
1
7
10
18
22
11
17
3
7
4
9
19
21
22
4
8
5
10
21
23
18
2
9
12
20
22
11
14
6
11
7
14
21
23
16
3
13
15
8
20
10
22
8
11
9
17
13
19
23
4
16
6
15
18
12
22
10
14
12
17
15
19
21
5
16
7
13
18
9
20
